월,순위,제목,저자,출판사,판매지수,출판 년월
8,6,마지막 왕국,다니엘 튜더,김영사,"판매지수 3,102",2024년 08월
8,7,유골에 대한 기이한 취향,엘리스 피터스,북하우스,"판매지수 2,004",2024년 08월
8,8,이문열 삼국지 1,나관중,알에이치코리아(RHK),"판매지수 7,158",2020년 03월
8,9,고구려 7,김진명,이타북스,"판매지수 5,634",2021년 06월
8,10,황석영 정역 삼국지 세트,나관중,창비,"판매지수 7,302",2020년 12월
8,11,광개토태왕 담덕 9,엄광용,새움,"판매지수 1,446",2024년 08월
8,12,흑뢰성,요네자와 호노부,리드비(READbie),"판매지수 2,448",2022년 09월
8,13,시체 한 구가 더 있다,엘리스 피터스,북하우스,판매지수 720,2024년 08월
8,14,어느 한국인의 삶,서영해,역사공간,판매지수 504,2019년 02월
8,15,성 베드로 축일,엘리스 피터스,북하우스,판매지수 540,2024년 08월
8,16,수도사의 두건,엘리스 피터스,북하우스,판매지수 660,2024년 08월
8,17,이문열 삼국지 2,나관중,알에이치코리아(RHK),"판매지수 3,066",2020년 03월
8,18,대망 1,야마오카 소하치,동서문화사,"판매지수 3,762",2005년 04월
8,19,미스터 션샤인 2,김수연,알에이치코리아(RHK),"판매지수 3,474",2018년 10월
8,20,고구려 6,김진명,이타북스,"판매지수 2,484",2021년 06월
8,21,혼불 1,최명희,매안출판사,"판매지수 3,108",2009년 07월
8,22,오경석,김상규,목선재,판매지수 402,2024년 07월
8,23,이문열 삼국지 6,나관중,알에이치코리아(RHK),"판매지수 1,680",2020년 03월
8,24,이문열 삼국지 3,나관중,알에이치코리아(RHK),"판매지수 2,352",2020년 03월
8,25,칼의 노래,김훈,문학동네,"판매지수 3,510",2012년 01월
8,26,혼불 2,최명희,매안출판사,"판매지수 2,802",2009년 07월
8,27,혼불 7,최명희,매안출판사,"판매지수 2,310",2009년 07월
8,28,혼불 3,최명희,매안출판사,"판매지수 2,922",2009년 07월
8,29,이문열 초한지 세트,이문열,알에이치코리아(RHK),"판매지수 1,632",2020년 11월
8,30,세인트자일스의 나환자,엘리스 피터스,북하우스,판매지수 426,2024년 08월
8,31,이문열 삼국지 4,나관중,알에이치코리아(RHK),"판매지수 2,142",2020년 03월
8,32,혼불 8,최명희,매안출판사,"판매지수 2,370",2009년 07월
8,33,혼불 5,최명희,매안출판사,"판매지수 2,436",2009년 07월
8,34,혼불 4,최명희,매안출판사,"판매지수 2,298",2009년 07월
8,35,국본,서자영,고즈넉이엔티,판매지수 432,2024년 08월
8,36,광개토태왕 담덕 8,엄광용,새움,"판매지수 1,836",2024년 03월
8,37,이문열 초한지 1,이문열,알에이치코리아(RHK),"판매지수 1,080",2020년 11월
8,38,이문열 삼국지 9,나관중,알에이치코리아(RHK),"판매지수 1,038",2020년 03월
8,39,이문열 삼국지 5,나관중,알에이치코리아(RHK),"판매지수 1,884",2020년 03월
8,40,현의 노래,김훈,문학동네,"판매지수 1,212",2012년 01월
8,41,혼불 6,최명희,매안출판사,"판매지수 2,544",2009년 07월
8,42,마리 앙투아네트 베르사유의 장미,슈테판 츠바이크,청미래,판매지수 978,2005년 09월
8,43,1026,김진명,새움,"판매지수 1,686",2024년 03월
8,44,마리 앙투아네트 : 베르사유와 프랑스혁명,슈테판 츠바이크,이화북스,"판매지수 1,956",2023년 10월
8,45,고구려 5,김진명,이타북스,"판매지수 1,404",2021년 06월
8,46,이문열 삼국지 8,나관중,알에이치코리아(RHK),"판매지수 1,026",2020년 03월
8,47,흑산 黑山,김훈,학고재,"판매지수 1,686",2011년 10월
8,48,성균관 유생들의 나날 2,정은궐,파란 (파란미디어),판매지수 978,2009년 07월
8,49,혼불 10,최명희,매안출판사,"판매지수 2,340",2009년 07월
8,50,혼불 9,최명희,매안출판사,"판매지수 2,508",2009년 07월
8,51,대망 1세트,야마오카 소하치,동서문화사,"판매지수 2,874",2005년 04월
8,52,그 여름의 서울,이현,창비,"판매지수 1,380",2023년 07월
8,53,장길산 특별합본호 세트,황석영,창비,판매지수 786,2020년 12월
8,54,상도 2,최인호,여백출판사,판매지수 756,2020년 11월
8,55,상도 1,최인호,여백출판사,"판매지수 1,056",2020년 11월
8,56,이문열 삼국지 10,나관중,알에이치코리아(RHK),"판매지수 1,086",2020년 03월
8,57,이문열 삼국지 7,나관중,알에이치코리아(RHK),"판매지수 1,320",2020년 03월
8,58,아우구스투스,존 윌리엄스,구픽,"판매지수 3,282",2016년 08월
8,59,성균관 유생들의 나날 1,정은궐,파란 (파란미디어),"판매지수 1,008",2009년 07월
8,60,박경리 단편선,박경리,서문당,판매지수 360,1997년 09월
8,61,고구려 3,김진명,이타북스,"판매지수 1,404",2021년 06월
8,62,규장각 각신들의 나날 2,정은궐,파란 (파란미디어),"판매지수 1,152",2009년 07월
8,63,영원한 제국,이인화,세계사,판매지수 936,2006년 09월
8,64,소설 손자병법 세트,정비석,은행나무,"판매지수 1,878",2002년 11월
8,65,신의 죽음,김진명,새움,"판매지수 2,556",2024년 03월
8,66,"1945, 철원",이현,창비,"판매지수 1,056",2023년 07월
8,67,광개토태왕 담덕 7,엄광용,새움,판매지수 648,2023년 07월
8,68,핵가족,한요셉,위즈덤하우스,판매지수 714,2023년 07월
8,69,제주도우다 1,현기영,창비,"판매지수 2,916",2023년 07월
8,70,고구려 4,김진명,이타북스,"판매지수 1,350",2021년 06월
8,71,고구려 2,김진명,이타북스,"판매지수 1,236",2021년 06월
8,72,고구려 1,김진명,이타북스,"판매지수 1,422",2021년 06월
8,73,상도 3,최인호,여백출판사,판매지수 720,2020년 11월
8,74,한강 10,조정래,해냄,판매지수 438,2020년 11월
8,75,한강 9,조정래,해냄,판매지수 294,2020년 11월
8,76,덕혜옹주,권비영,다산책방,"판매지수 1,110",2015년 10월
8,77,타오르는 강 9,문순태,소명출판,판매지수 174,2012년 01월
8,78,타오르는 강 8,문순태,소명출판,판매지수 186,2012년 01월
8,79,해를 품은 달 2,정은궐,파란 (파란미디어),판매지수 822,2011년 10월
8,80,해를 품은 달 1,정은궐,파란 (파란미디어),판매지수 828,2011년 10월
8,81,규장각 각신들의 나날 1,정은궐,파란 (파란미디어),"판매지수 1,092",2009년 07월
